0,0.01,20
0,0.02,20
0,0.03,20
0,0.04,20
0,0.05,20
0,0.06,20
0,0.07,20
0,0.08,20
0,0.09,20
0,0.1,20
0,0.11,20
0,0.12,20
0,0.13,20
0,0.14,20
0,0.15,20
0,0.16,20
0,0.17,20
0,0.18,20
0,0.19,20
0,0.2,20
0,0.21,20
0,0.22,20
0,0.23,20
0,0.24,20
0,0.25,20
0,0.26,20
0,0.27,20
0,0.28,20
0,0.29,20
0,0.3,20
0.02,0.01,20
0.02,0.02,20
0.02,0.03,20
0.02,0.04,20
0.02,0.05,20
0.02,0.06,20
0.02,0.07,20
0.02,0.08,20
0.02,0.09,20
0.02,0.1,20
0.02,0.11,20
0.02,0.12,20
0.02,0.13,20
0.02,0.14,20
0.02,0.15,20
0.02,0.16,20
0.02,0.17,20
0.02,0.18,20
0.02,0.19,20
0.02,0.2,20
0.02,0.21,20
0.02,0.22,20
0.02,0.23,20
0.02,0.24,20
0.02,0.25,20
0.02,0.26,20
0.02,0.27,20
0.02,0.28,20
0.02,0.29,20
0.02,0.3,20
0.05,0.01,8
0.05,0.02,8
0.05,0.03,8
0.05,0.04,8
0.05,0.05,8
0.05,0.06,8
0.05,0.07,8
0.05,0.08,8
0.05,0.09,8
0.05,0.1,8
0.05,0.11,8
0.05,0.12,8
0.05,0.13,8
0.05,0.14,8
0.05,0.15,8
0.05,0.16,8
0.05,0.17,8
0.05,0.18,8
0.05,0.19,8
0.05,0.2,8
0.05,0.21,8
0.05,0.22,8
0.05,0.23,8
0.05,0.24,8
0.05,0.25,8
0.05,0.26,8
0.05,0.27,8
0.05,0.28,8
0.05,0.29,8
0.05,0.3,8
0.1,0.01,5
0.1,0.02,5
0.1,0.03,5
0.1,0.04,5
0.1,0.05,5
0.1,0.06,5
0.1,0.07,5
0.1,0.08,5
0.1,0.09,5
0.1,0.1,5
0.1,0.11,5
0.1,0.12,5
0.1,0.13,5
0.1,0.14,5
0.1,0.15,5
0.1,0.16,5
0.1,0.17,5
0.1,0.18,5
0.1,0.19,5
0.1,0.2,5
0.1,0.21,5
0.1,0.22,5
0.1,0.23,5
0.1,0.24,5
0.1,0.25,5
0.1,0.26,5
0.1,0.27,5
0.1,0.28,5
0.1,0.29,5
0.1,0.3,5
0.25,0.01,2
0.25,0.02,2
0.25,0.03,2
0.25,0.04,2
0.25,0.05,2
0.25,0.06,2
0.25,0.07,2
0.25,0.08,2
0.25,0.09,2
0.25,0.1,2
0.25,0.11,2
0.25,0.12,2
0.25,0.13,2
0.25,0.14,2
0.25,0.15,2
0.25,0.16,2
0.25,0.17,2
0.25,0.18,2
0.25,0.19,2
0.25,0.2,2
0.25,0.21,2
0.25,0.22,2
0.25,0.23,2
0.25,0.24,2
0.25,0.25,2
0.25,0.26,2
0.25,0.27,2
0.25,0.28,2
0.25,0.29,2
0.25,0.3,2
0.5,0.01,2
0.5,0.02,2
0.5,0.03,2
0.5,0.04,2
0.5,0.05,2
0.5,0.06,2
0.5,0.07,2
0.5,0.08,2
0.5,0.09,2
0.5,0.1,2
0.5,0.11,2
0.5,0.12,2
0.5,0.13,2
0.5,0.14,2
0.5,0.15,2
0.5,0.16,2
0.5,0.17,2
0.5,0.18,2
0.5,0.19,2
0.5,0.2,2
0.5,0.21,2
0.5,0.22,2
0.5,0.23,2
0.5,0.24,2
0.5,0.25,2
0.5,0.26,2
0.5,0.27,2
0.5,0.28,2
0.5,0.29,2
0.5,0.3,2
0.7,0.01,2
0.7,0.02,2
0.7,0.03,2
0.7,0.04,2
0.7,0.05,2
0.7,0.06,2
0.7,0.07,2
0.7,0.08,2
0.7,0.09,2
0.7,0.1,2
0.7,0.11,2
0.7,0.12,2
0.7,0.13,2
0.7,0.14,2
0.7,0.15,2
0.7,0.16,2
0.7,0.17,2
0.7,0.18,2
0.7,0.19,2
0.7,0.2,2
0.7,0.21,2
0.7,0.22,2
0.7,0.23,2
0.7,0.24,2
0.7,0.25,2
0.7,0.26,2
0.7,0.27,2
0.7,0.28,2
0.7,0.29,2
0.7,0.3,2
1,0.01,2
1,0.02,2
1,0.03,2
1,0.04,2
1,0.05,2
1,0.06,2
1,0.07,2
1,0.08,2
1,0.09,2
1,0.1,2
1,0.11,2
1,0.12,2
1,0.13,2
1,0.14,2
1,0.15,2
1,0.16,2
1,0.17,2
1,0.18,2
1,0.19,2
1,0.2,2
1,0.21,2
1,0.22,2
1,0.23,2
1,0.24,2
1,0.25,2
1,0.26,2
1,0.27,2
1,0.28,2
1,0.29,2
1,0.3,2
